gpu num: 8
prefix ./models/r50-arcface-retina/model
image_size [112, 112]
num_classes 93431
Called with argument: Namespace(batch_size=512, ckpt=3, ctx_num=8, ctx_num_classes=11679, dataset='retina', extra_model_name='', frequent=20, image_channel=3, kvstore='device', local_class_start=0, local_num_classes=93432, loss='arcface', lr=0.1, lr_steps='100000,160000,220000', models_root='./models', mom=0.9, network='r50', per_batch_size=64, pretrained='', pretrained_epoch=1, rescale_threshold=0, verbose=2000, wd=0.0005, worker_id=0) {'bn_mom': 0.9, 'workspace': 256, 'emb_size': 512, 'ckpt_embedding': True, 'net_se': 0, 'net_act': 'prelu', 'net_unit': 3, 'net_input': 1, 'net_blocks': [1, 4, 6, 2], 'net_output': 'E', 'net_multiplier': 1.0, 'val_targets': ['lfw', 'cfp_fp', 'agedb_30'], 'ce_loss': True, 'fc7_lr_mult': 1.0, 'fc7_wd_mult': 1.0, 'fc7_no_bias': False, 'max_steps': 0, 'data_rand_mirror': True, 'data_cutoff': False, 'data_color': 0, 'data_images_filter': 0, 'count_flops': True, 'memonger': False, 'loss_name': 'margin_softmax', 'loss_s': 64.0, 'loss_m1': 1.0, 'loss_m2': 0.5, 'loss_m3': 0.0, 'net_name': 'fresnet', 'num_layers': 50, 'dataset': 'retina', 'dataset_path': '../datasets/ms1m-retinaface', 'num_classes': 93431, 'image_shape': [112, 112, 3], 'loss': 'arcface', 'network': 'r50', 'num_workers': 1, 'batch_size': 512, 'per_batch_size': 64}
0 1 E 3 prelu False
Network FLOPs: 12.6G
INFO:root:loading recordio ../datasets/ms1m-retinaface/train.rec...
header0 label [5179511. 5272942.]
id2range 93431
5179510
rand_mirror True
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver lfw
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
loading bin 12000
loading bin 13000
(14000, 3, 112, 112)
ver cfp_fp
loading bin 0
loading bin 1000
loading bin 2000
loading bin 3000
loading bin 4000
loading bin 5000
loading bin 6000
loading bin 7000
loading bin 8000
loading bin 9000
loading bin 10000
loading bin 11000
(12000, 3, 112, 112)
ver agedb_30
lr_steps [100000, 160000, 220000]
call reset()in_bind
 False [('data', (512, 3, 112, 112))] [('softmax_label', (512,))]
_data_shape (512, 3, 112, 112) [('softmax_label', (512,))]
[18:18:28] src/kvstore/././comm.h:744: only 0 out of 56 GPU pairs are enabled direct access. It may affect the performance. You can set MXNET_ENABLE_GPU_P2P=0 to turn it off
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:28] src/kvstore/././comm.h:753: ........
[18:18:29] src/operator/nn/./cudnn/./cudnn_algoreg-inl.h:97: Running performance tests to find the best convolution algorithm, this can take a while... (set the environment variable MXNET_CUDNN_AUTOTUNE_DEFAULT to 0 to disable)
INFO:root:Iter[0] Batch [20]	Speed: 523.28 samples/sec
INFO:root:Iter[21] Batch [3840]	Speed: 638.43 samples/sec
INFO:root:Iter[21] Batch [3860]	Speed: 633.00 samples/sec
INFO:root:Iter[21] Batch [3880]	Speed: 640.35 samples/sec
INFO:root:Iter[21] Batch [3900]	Speed: 611.28 samples/sec
INFO:root:Iter[21] Batch [3920]	Speed: 642.21 samples/sec
INFO:root:Iter[21] Batch [3940]	Speed: 619.33 samples/sec
INFO:root:Iter[21] Batch [3960]	Speed: 617.71 samples/sec
INFO:root:Iter[21] Batch [3980]	Speed: 614.45 samples/sec
INFO:root:Iter[21] Batch [4000]	Speed: 615.21 samples/sec
INFO:root:Iter[21] Batch [4020]	Speed: 622.57 samples/sec
INFO:root:Iter[21] Batch [4040]	Speed: 625.32 samples/sec
INFO:root:Iter[21] Batch [4060]	Speed: 621.73 samples/sec
INFO:root:Iter[21] Batch [4080]	Speed: 603.56 samples/sec
INFO:root:Iter[21] Batch [4100]	Speed: 619.26 samples/sec
INFO:root:Iter[21] Batch [4120]	Speed: 612.86 samples/sec
INFO:root:Iter[21] Batch [4140]	Speed: 610.86 samples/sec
INFO:root:Iter[21] Batch [4160]	Speed: 600.48 samples/sec
INFO:root:Iter[21] Batch [4180]	Speed: 633.76 samples/sec
INFO:root:Iter[21] Batch [4200]	Speed: 632.82 samples/sec
INFO:root:Iter[21] Batch [4220]	Speed: 616.32 samples/sec
INFO:root:Iter[21] Batch [4240]	Speed: 604.76 samples/sec
INFO:root:Iter[21] Batch [4260]	Speed: 615.22 samples/sec
INFO:root:Iter[21] Batch [4280]	Speed: 615.34 samples/sec
INFO:root:Iter[21] Batch [4300]	Speed: 618.53 samples/sec
INFO:root:Iter[21] Batch [4320]	Speed: 629.27 samples/sec
INFO:root:Iter[21] Batch [4340]	Speed: 592.53 samples/sec
INFO:root:Iter[21] Batch [4360]	Speed: 606.17 samples/sec
INFO:root:Iter[21] Batch [4380]	Speed: 610.27 samples/sec
INFO:root:Iter[21] Batch [4400]	Speed: 611.97 samples/sec
INFO:root:Iter[21] Batch [4420]	Speed: 614.69 samples/sec
INFO:root:Iter[21] Batch [4440]	Speed: 595.95 samples/sec
INFO:root:Iter[21] Batch [4460]	Speed: 624.79 samples/sec
INFO:root:Iter[21] Batch [4480]	Speed: 629.80 samples/sec
INFO:root:Iter[21] Batch [4500]	Speed: 615.61 samples/sec
INFO:root:Iter[21] Batch [4520]	Speed: 621.53 samples/sec
INFO:root:Iter[21] Batch [4540]	Speed: 601.14 samples/sec
INFO:root:Iter[21] Batch [4560]	Speed: 597.75 samples/sec
lr-batch-epoch: 0.0010000000000000002 4563 21
INFO:root:Iter[21] Batch [4580]	Speed: 622.31 samples/sec
INFO:root:Iter[21] Batch [4600]	Speed: 619.54 samples/sec
INFO:root:Iter[21] Batch [4620]	Speed: 601.49 samples/sec
INFO:root:Iter[21] Batch [4640]	Speed: 626.27 samples/sec
INFO:root:Iter[21] Batch [4660]	Speed: 607.55 samples/sec
INFO:root:Iter[21] Batch [4680]	Speed: 587.24 samples/sec
INFO:root:Iter[21] Batch [4700]	Speed: 592.87 samples/sec
INFO:root:Iter[21] Batch [4720]	Speed: 563.26 samples/sec
INFO:root:Iter[21] Batch [4740]	Speed: 564.97 samples/sec
INFO:root:Iter[21] Batch [4760]	Speed: 590.70 samples/sec
INFO:root:Iter[21] Batch [4780]	Speed: 594.17 samples/sec
INFO:root:Iter[21] Batch [4800]	Speed: 585.47 samples/sec
INFO:root:Iter[21] Batch [4820]	Speed: 601.46 samples/sec
INFO:root:Iter[21] Batch [4840]	Speed: 607.46 samples/sec
INFO:root:Iter[21] Batch [4860]	Speed: 581.83 samples/sec
INFO:root:Iter[21] Batch [4880]	Speed: 601.08 samples/sec
INFO:root:Iter[21] Batch [4900]	Speed: 601.61 samples/sec
INFO:root:Iter[21] Batch [4920]	Speed: 608.76 samples/sec
INFO:root:Iter[21] Batch [4940]	Speed: 598.72 samples/sec
INFO:root:Iter[21] Batch [4960]	Speed: 607.06 samples/sec
INFO:root:Iter[21] Batch [4980]	Speed: 587.12 samples/sec
INFO:root:Iter[21] Batch [5000]	Speed: 611.86 samples/sec
INFO:root:Iter[21] Batch [5020]	Speed: 608.06 samples/sec
INFO:root:Iter[21] Batch [5040]	Speed: 570.41 samples/sec
INFO:root:Iter[21] Batch [5060]	Speed: 592.81 samples/sec
INFO:root:Iter[21] Batch [5080]	Speed: 590.12 samples/sec
INFO:root:Iter[21] Batch [5100]	Speed: 589.38 samples/sec
INFO:root:Iter[21] Batch [5120]	Speed: 592.23 samples/sec
INFO:root:Iter[21] Batch [5140]	Speed: 610.30 samples/sec
INFO:root:Iter[21] Batch [5160]	Speed: 599.10 samples/sec
INFO:root:Iter[21] Batch [5180]	Speed: 592.72 samples/sec
INFO:root:Iter[21] Batch [5200]	Speed: 585.18 samples/sec
INFO:root:Iter[21] Batch [5220]	Speed: 587.25 samples/sec
INFO:root:Iter[21] Batch [5240]	Speed: 595.26 samples/sec
INFO:root:Iter[21] Batch [5260]	Speed: 614.52 samples/sec
INFO:root:Iter[21] Batch [5280]	Speed: 590.54 samples/sec
INFO:root:Iter[21] Batch [5300]	Speed: 582.92 samples/sec
INFO:root:Iter[21] Batch [5320]	Speed: 619.60 samples/sec
INFO:root:Iter[21] Batch [5340]	Speed: 569.41 samples/sec
INFO:root:Iter[21] Batch [5360]	Speed: 585.01 samples/sec
INFO:root:Iter[21] Batch [5380]	Speed: 588.27 samples/sec
INFO:root:Iter[21] Batch [5400]	Speed: 595.87 samples/sec
INFO:root:Iter[21] Batch [5420]	Speed: 585.48 samples/sec
INFO:root:Iter[21] Batch [5440]	Speed: 598.92 samples/sec
INFO:root:Iter[21] Batch [5460]	Speed: 578.10 samples/sec
INFO:root:Iter[21] Batch [5480]	Speed: 592.33 samples/sec
INFO:root:Iter[21] Batch [5500]	Speed: 586.57 samples/sec
INFO:root:Iter[21] Batch [5520]	Speed: 595.35 samples/sec
INFO:root:Iter[21] Batch [5540]	Speed: 601.56 samples/sec
INFO:root:Iter[21] Batch [5560]	Speed: 594.39 samples/sec
{fc7_acc} 218000 0.62109375
lr-batch-epoch: 0.0010000000000000002 5563 21
testing verification..
(12000, 512)
infer time 4.83396
[lfw][218000]XNorm: 22.407999
[lfw][218000]Accuracy-Flip: 0.99767+-0.00281
testing verification..
(14000, 512)
infer time 5.695028000000002
[cfp_fp][218000]XNorm: 21.979488
[cfp_fp][218000]Accuracy-Flip: 0.98843+-0.00282
testing verification..
(12000, 512)
infer time 4.664568000000001
[agedb_30][218000]XNorm: 22.844006
[agedb_30][218000]Accuracy-Flip: 0.98083+-0.00739
[218000]Accuracy-Highest: 0.98183
INFO:root:Iter[21] Batch [5580]	Speed: 228.17 samples/sec
INFO:root:Iter[21] Batch [5600]	Speed: 554.04 samples/sec
INFO:root:Iter[21] Batch [5620]	Speed: 550.97 samples/sec
INFO:root:Iter[21] Batch [5640]	Speed: 553.34 samples/sec
INFO:root:Iter[21] Batch [5660]	Speed: 540.62 samples/sec
INFO:root:Iter[21] Batch [5680]	Speed: 555.34 samples/sec
INFO:root:Iter[21] Batch [5700]	Speed: 573.76 samples/sec
INFO:root:Iter[21] Batch [5720]	Speed: 569.87 samples/sec
INFO:root:Iter[21] Batch [5740]	Speed: 575.27 samples/sec
INFO:root:Iter[21] Batch [5760]	Speed: 560.29 samples/sec
INFO:root:Iter[21] Batch [5780]	Speed: 554.16 samples/sec
INFO:root:Iter[21] Batch [5800]	Speed: 558.99 samples/sec
INFO:root:Iter[21] Batch [5820]	Speed: 559.17 samples/sec
INFO:root:Iter[21] Batch [5840]	Speed: 552.40 samples/sec
INFO:root:Iter[21] Batch [5860]	Speed: 559.08 samples/sec
INFO:root:Iter[21] Batch [5880]	Speed: 574.07 samples/sec
INFO:root:Iter[21] Batch [5900]	Speed: 571.28 samples/sec
INFO:root:Iter[21] Batch [5920]	Speed: 592.95 samples/sec
INFO:root:Iter[21] Batch [5940]	Speed: 588.35 samples/sec
INFO:root:Iter[21] Batch [5960]	Speed: 590.03 samples/sec
INFO:root:Iter[21] Batch [5980]	Speed: 588.58 samples/sec
INFO:root:Iter[21] Batch [6000]	Speed: 598.55 samples/sec
INFO:root:Iter[21] Batch [6020]	Speed: 582.23 samples/sec
INFO:root:Iter[21] Batch [6040]	Speed: 599.09 samples/sec
INFO:root:Iter[21] Batch [6060]	Speed: 600.89 samples/sec
INFO:root:Iter[21] Batch [6080]	Speed: 590.22 samples/sec
INFO:root:Iter[21] Batch [6100]	Speed: 596.81 samples/sec
INFO:root:Iter[21] Batch [6120]	Speed: 579.63 samples/sec
INFO:root:Iter[21] Batch [6140]	Speed: 577.71 samples/sec
INFO:root:Iter[21] Batch [6160]	Speed: 578.59 samples/sec
INFO:root:Iter[21] Batch [6180]	Speed: 586.71 samples/sec
INFO:root:Iter[21] Batch [6200]	Speed: 574.49 samples/sec
INFO:root:Iter[21] Batch [6220]	Speed: 587.40 samples/sec
INFO:root:Iter[21] Batch [6240]	Speed: 581.15 samples/sec
INFO:root:Iter[21] Batch [6260]	Speed: 576.46 samples/sec
INFO:root:Iter[21] Batch [6280]	Speed: 566.79 samples/sec
INFO:root:Iter[21] Batch [6300]	Speed: 574.03 samples/sec
INFO:root:Iter[21] Batch [6320]	Speed: 575.65 samples/sec
INFO:root:Iter[21] Batch [6340]	Speed: 576.66 samples/sec
INFO:root:Iter[21] Batch [6360]	Speed: 584.67 samples/sec
INFO:root:Iter[21] Batch [6380]	Speed: 575.20 samples/sec
INFO:root:Iter[21] Batch [6400]	Speed: 565.34 samples/sec
INFO:root:Iter[21] Batch [6420]	Speed: 574.22 samples/sec
INFO:root:Iter[21] Batch [6440]	Speed: 579.95 samples/sec
INFO:root:Iter[21] Batch [6460]	Speed: 582.17 samples/sec
INFO:root:Iter[21] Batch [6480]	Speed: 570.77 samples/sec
INFO:root:Iter[21] Batch [6500]	Speed: 567.19 samples/sec
INFO:root:Iter[21] Batch [6520]	Speed: 582.60 samples/sec
INFO:root:Iter[21] Batch [6540]	Speed: 597.97 samples/sec
INFO:root:Iter[21] Batch [6560]	Speed: 573.35 samples/sec
lr-batch-epoch: 0.0010000000000000002 6563 21
INFO:root:Iter[21] Batch [6580]	Speed: 572.44 samples/sec
INFO:root:Iter[21] Batch [6600]	Speed: 584.74 samples/sec
INFO:root:Iter[21] Batch [6620]	Speed: 583.83 samples/sec
INFO:root:Iter[21] Batch [6640]	Speed: 583.97 samples/sec
INFO:root:Iter[21] Batch [6660]	Speed: 586.50 samples/sec
INFO:root:Iter[21] Batch [6680]	Speed: 579.42 samples/sec
INFO:root:Iter[21] Batch [6700]	Speed: 594.24 samples/sec
INFO:root:Iter[21] Batch [6720]	Speed: 575.35 samples/sec
INFO:root:Iter[21] Batch [6740]	Speed: 564.70 samples/sec
INFO:root:Iter[21] Batch [6760]	Speed: 574.56 samples/sec
INFO:root:Iter[21] Batch [6780]	Speed: 567.77 samples/sec
INFO:root:Iter[21] Batch [6800]	Speed: 582.20 samples/sec
INFO:root:Iter[21] Batch [6820]	Speed: 551.56 samples/sec
INFO:root:Iter[21] Batch [6840]	Speed: 580.68 samples/sec
INFO:root:Iter[21] Batch [6860]	Speed: 571.09 samples/sec
INFO:root:Iter[21] Batch [6880]	Speed: 573.06 samples/sec
INFO:root:Iter[21] Batch [6900]	Speed: 573.71 samples/sec
INFO:root:Iter[21] Batch [6920]	Speed: 574.93 samples/sec
INFO:root:Iter[21] Batch [6940]	Speed: 576.74 samples/sec
INFO:root:Iter[21] Batch [6960]	Speed: 552.70 samples/sec
INFO:root:Iter[21] Batch [6980]	Speed: 590.43 samples/sec
INFO:root:Iter[21] Batch [7000]	Speed: 572.18 samples/sec
INFO:root:Iter[21] Batch [7020]	Speed: 581.45 samples/sec
INFO:root:Iter[21] Batch [7040]	Speed: 576.33 samples/sec
INFO:root:Iter[21] Batch [7060]	Speed: 589.35 samples/sec
INFO:root:Iter[21] Batch [7080]	Speed: 587.57 samples/sec
INFO:root:Iter[21] Batch [7100]	Speed: 568.95 samples/sec
INFO:root:Iter[21] Batch [7120]	Speed: 585.91 samples/sec
INFO:root:Iter[21] Batch [7140]	Speed: 579.73 samples/sec
INFO:root:Iter[21] Batch [7160]	Speed: 568.81 samples/sec
INFO:root:Iter[21] Batch [7180]	Speed: 585.00 samples/sec
INFO:root:Iter[21] Batch [7200]	Speed: 560.63 samples/sec
INFO:root:Iter[21] Batch [7220]	Speed: 571.71 samples/sec
INFO:root:Iter[21] Batch [7240]	Speed: 576.65 samples/sec
INFO:root:Iter[21] Batch [7260]	Speed: 580.54 samples/sec
INFO:root:Iter[21] Batch [7280]	Speed: 587.54 samples/sec
INFO:root:Iter[21] Batch [7300]	Speed: 576.15 samples/sec
INFO:root:Iter[21] Batch [7320]	Speed: 583.64 samples/sec
INFO:root:Iter[21] Batch [7340]	Speed: 578.77 samples/sec
INFO:root:Iter[21] Batch [7360]	Speed: 587.40 samples/sec
INFO:root:Iter[21] Batch [7380]	Speed: 571.29 samples/sec
INFO:root:Iter[21] Batch [7400]	Speed: 597.48 samples/sec
INFO:root:Iter[21] Batch [7420]	Speed: 592.81 samples/sec
INFO:root:Iter[21] Batch [7440]	Speed: 575.76 samples/sec
INFO:root:Iter[21] Batch [7460]	Speed: 578.63 samples/sec
INFO:root:Iter[21] Batch [7480]	Speed: 585.65 samples/sec
INFO:root:Iter[21] Batch [7500]	Speed: 582.07 samples/sec
INFO:root:Iter[21] Batch [7520]	Speed: 574.28 samples/sec
INFO:root:Iter[21] Batch [7540]	Speed: 554.46 samples/sec
INFO:root:Iter[21] Batch [7560]	Speed: 573.89 samples/sec
{fc7_acc} 220000 0.6699219
lr change to 0.00010000000000000003
lr-batch-epoch: 0.00010000000000000003 7563 21
testing verification..
(12000, 512)
infer time 4.749623
[lfw][220000]XNorm: 22.098433
[lfw][220000]Accuracy-Flip: 0.99733+-0.00309
testing verification..
(14000, 512)
infer time 5.6617700000000015
[cfp_fp][220000]XNorm: 21.816499
[cfp_fp][220000]Accuracy-Flip: 0.98900+-0.00231
testing verification..
(12000, 512)
infer time 4.896090999999999
[agedb_30][220000]XNorm: 22.659617
[agedb_30][220000]Accuracy-Flip: 0.97883+-0.00637
[220000]Accuracy-Highest: 0.98183
INFO:root:Iter[21] Batch [7580]	Speed: 226.92 samples/sec
INFO:root:Iter[21] Batch [7600]	Speed: 562.88 samples/sec
INFO:root:Iter[21] Batch [7620]	Speed: 560.13 samples/sec
INFO:root:Iter[21] Batch [7640]	Speed: 551.49 samples/sec
INFO:root:Iter[21] Batch [7660]	Speed: 555.68 samples/sec
INFO:root:Iter[21] Batch [7680]	Speed: 570.80 samples/sec
INFO:root:Iter[21] Batch [7700]	Speed: 570.86 samples/sec
INFO:root:Iter[21] Batch [7720]	Speed: 562.52 samples/sec
INFO:root:Iter[21] Batch [7740]	Speed: 553.97 samples/sec
INFO:root:Iter[21] Batch [7760]	Speed: 579.64 samples/sec
INFO:root:Iter[21] Batch [7780]	Speed: 580.43 samples/sec
INFO:root:Iter[21] Batch [7800]	Speed: 579.13 samples/sec
INFO:root:Iter[21] Batch [7820]	Speed: 589.12 samples/sec
INFO:root:Iter[21] Batch [7840]	Speed: 568.75 samples/sec
INFO:root:Iter[21] Batch [7860]	Speed: 577.42 samples/sec
INFO:root:Iter[21] Batch [7880]	Speed: 580.08 samples/sec
INFO:root:Iter[21] Batch [7900]	Speed: 590.60 samples/sec
INFO:root:Iter[21] Batch [7920]	Speed: 576.02 samples/sec
INFO:root:Iter[21] Batch [7940]	Speed: 578.88 samples/sec
INFO:root:Iter[21] Batch [7960]	Speed: 589.84 samples/sec
INFO:root:Iter[21] Batch [7980]	Speed: 594.80 samples/sec
INFO:root:Iter[21] Batch [8000]	Speed: 586.47 samples/sec
INFO:root:Iter[21] Batch [8020]	Speed: 560.44 samples/sec
INFO:root:Iter[21] Batch [8040]	Speed: 591.14 samples/sec
INFO:root:Iter[21] Batch [8060]	Speed: 588.49 samples/sec
INFO:root:Iter[21] Batch [8080]	Speed: 574.17 samples/sec
INFO:root:Iter[21] Batch [8100]	Speed: 562.54 samples/sec
INFO:root:Iter[21] Batch [8120]	Speed: 586.79 samples/sec
INFO:root:Iter[21] Batch [8140]	Speed: 576.62 samples/sec
INFO:root:Iter[21] Batch [8160]	Speed: 584.76 samples/sec
INFO:root:Iter[21] Batch [8180]	Speed: 583.80 samples/sec
INFO:root:Iter[21] Batch [8200]	Speed: 553.72 samples/sec
INFO:root:Iter[21] Batch [8220]	Speed: 579.40 samples/sec
INFO:root:Iter[21] Batch [8240]	Speed: 574.33 samples/sec
INFO:root:Iter[21] Batch [8260]	Speed: 576.44 samples/sec
INFO:root:Iter[21] Batch [8280]	Speed: 585.50 samples/sec
INFO:root:Iter[21] Batch [8300]	Speed: 80.94 samples/sec
INFO:root:Iter[21] Batch [8320]	Speed: 84.32 samples/sec
INFO:root:Iter[21] Batch [8340]	Speed: 252.37 samples/sec
INFO:root:Iter[21] Batch [8360]	Speed: 590.39 samples/sec
INFO:root:Iter[21] Batch [8380]	Speed: 581.14 samples/sec
INFO:root:Iter[21] Batch [8400]	Speed: 578.21 samples/sec
INFO:root:Iter[21] Batch [8420]	Speed: 587.21 samples/sec
INFO:root:Iter[21] Batch [8440]	Speed: 579.35 samples/sec
INFO:root:Iter[21] Batch [8460]	Speed: 580.47 samples/sec
INFO:root:Iter[21] Batch [8480]	Speed: 581.47 samples/sec
INFO:root:Iter[21] Batch [8500]	Speed: 588.21 samples/sec
INFO:root:Iter[21] Batch [8520]	Speed: 585.62 samples/sec
INFO:root:Iter[21] Batch [8540]	Speed: 593.67 samples/sec
INFO:root:Iter[21] Batch [8560]	Speed: 575.65 samples/sec
lr-batch-epoch: 0.00010000000000000003 8563 21
INFO:root:Iter[21] Batch [8580]	Speed: 587.13 samples/sec
INFO:root:Iter[21] Batch [8600]	Speed: 594.95 samples/sec
INFO:root:Iter[21] Batch [8620]	Speed: 582.34 samples/sec
INFO:root:Iter[21] Batch [8640]	Speed: 568.11 samples/sec
INFO:root:Iter[21] Batch [8660]	Speed: 588.84 samples/sec
INFO:root:Iter[21] Batch [8680]	Speed: 581.62 samples/sec
INFO:root:Iter[21] Batch [8700]	Speed: 589.81 samples/sec
INFO:root:Iter[21] Batch [8720]	Speed: 584.62 samples/sec
INFO:root:Iter[21] Batch [8740]	Speed: 84.59 samples/sec
INFO:root:Iter[21] Batch [8760]	Speed: 99.25 samples/sec
INFO:root:Iter[21] Batch [8780]	Speed: 72.56 samples/sec
INFO:root:Iter[21] Batch [8800]	Speed: 105.13 samples/sec
INFO:root:Iter[21] Batch [8820]	Speed: 89.73 samples/sec
INFO:root:Iter[21] Batch [8840]	Speed: 99.59 samples/sec
INFO:root:Iter[21] Batch [8860]	Speed: 97.56 samples/sec
INFO:root:Iter[21] Batch [8880]	Speed: 106.00 samples/sec
INFO:root:Iter[21] Batch [8900]	Speed: 136.66 samples/sec
INFO:root:Iter[21] Batch [8920]	Speed: 164.87 samples/sec
INFO:root:Iter[21] Batch [8940]	Speed: 140.22 samples/sec
INFO:root:Iter[21] Batch [8960]	Speed: 116.02 samples/sec
INFO:root:Iter[21] Batch [8980]	Speed: 81.79 samples/sec
INFO:root:Iter[21] Batch [9000]	Speed: 102.77 samples/sec
INFO:root:Iter[21] Batch [9020]	Speed: 101.73 samples/sec
INFO:root:Iter[21] Batch [9040]	Speed: 122.39 samples/sec
INFO:root:Iter[21] Batch [9060]	Speed: 106.87 samples/sec
INFO:root:Iter[21] Batch [9080]	Speed: 95.00 samples/sec
INFO:root:Iter[21] Batch [9100]	Speed: 111.89 samples/sec
INFO:root:Iter[21] Batch [9120]	Speed: 109.66 samples/sec
INFO:root:Iter[21] Batch [9140]	Speed: 120.93 samples/sec
INFO:root:Iter[21] Batch [9160]	Speed: 99.56 samples/sec
INFO:root:Iter[21] Batch [9180]	Speed: 93.36 samples/sec
INFO:root:Iter[21] Batch [9200]	Speed: 97.17 samples/sec
INFO:root:Iter[21] Batch [9220]	Speed: 85.90 samples/sec
INFO:root:Iter[21] Batch [9240]	Speed: 89.61 samples/sec
INFO:root:Iter[21] Batch [9260]	Speed: 82.63 samples/sec
INFO:root:Iter[21] Batch [9280]	Speed: 101.38 samples/sec
INFO:root:Iter[21] Batch [9300]	Speed: 95.94 samples/sec
INFO:root:Iter[21] Batch [9320]	Speed: 90.61 samples/sec
INFO:root:Iter[21] Batch [9340]	Speed: 85.35 samples/sec
INFO:root:Iter[21] Batch [9360]	Speed: 127.53 samples/sec
INFO:root:Iter[21] Batch [9380]	Speed: 83.76 samples/sec
INFO:root:Iter[21] Batch [9400]	Speed: 100.43 samples/sec
INFO:root:Iter[21] Batch [9420]	Speed: 90.94 samples/sec
INFO:root:Iter[21] Batch [9440]	Speed: 107.04 samples/sec
INFO:root:Iter[21] Batch [9460]	Speed: 114.73 samples/sec
INFO:root:Iter[21] Batch [9480]	Speed: 113.24 samples/sec
INFO:root:Iter[21] Batch [9500]	Speed: 98.05 samples/sec
INFO:root:Iter[21] Batch [9520]	Speed: 134.94 samples/sec
INFO:root:Iter[21] Batch [9540]	Speed: 89.82 samples/sec
INFO:root:Iter[21] Batch [9560]	Speed: 119.95 samples/sec
{fc7_acc} 222000 0.7050781
lr-batch-epoch: 0.00010000000000000003 9563 21
testing verification..
(12000, 512)
infer time 20.386584999999997
[lfw][222000]XNorm: 22.312716
[lfw][222000]Accuracy-Flip: 0.99733+-0.00309
testing verification..
(14000, 512)
infer time 19.155909
[cfp_fp][222000]XNorm: 22.068246
[cfp_fp][222000]Accuracy-Flip: 0.98914+-0.00363
testing verification..
(12000, 512)
infer time 18.964722
[agedb_30][222000]XNorm: 22.806046
[agedb_30][222000]Accuracy-Flip: 0.98100+-0.00655
[222000]Accuracy-Highest: 0.98183
INFO:root:Iter[21] Batch [9580]	Speed: 76.11 samples/sec
INFO:root:Iter[21] Batch [9600]	Speed: 130.94 samples/sec
INFO:root:Iter[21] Batch [9620]	Speed: 98.68 samples/sec
INFO:root:Iter[21] Batch [9640]	Speed: 142.86 samples/sec
INFO:root:Iter[21] Batch [9660]	Speed: 104.56 samples/sec
INFO:root:Iter[21] Batch [9680]	Speed: 126.66 samples/sec
INFO:root:Iter[21] Batch [9700]	Speed: 124.52 samples/sec
INFO:root:Iter[21] Batch [9720]	Speed: 109.78 samples/sec
INFO:root:Iter[21] Batch [9740]	Speed: 107.64 samples/sec
INFO:root:Iter[21] Batch [9760]	Speed: 123.29 samples/sec
INFO:root:Iter[21] Batch [9780]	Speed: 102.48 samples/sec
INFO:root:Iter[21] Batch [9800]	Speed: 106.52 samples/sec
INFO:root:Iter[21] Batch [9820]	Speed: 102.51 samples/sec
INFO:root:Iter[21] Batch [9840]	Speed: 82.37 samples/sec
INFO:root:Iter[21] Batch [9860]	Speed: 102.67 samples/sec
INFO:root:Iter[21] Batch [9880]	Speed: 124.97 samples/sec
INFO:root:Iter[21] Batch [9900]	Speed: 104.12 samples/sec
INFO:root:Iter[21] Batch [9920]	Speed: 111.87 samples/sec
INFO:root:Iter[21] Batch [9940]	Speed: 110.01 samples/sec
INFO:root:Iter[21] Batch [9960]	Speed: 152.94 samples/sec
INFO:root:Iter[21] Batch [9980]	Speed: 127.38 samples/sec
INFO:root:Iter[21] Batch [10000]	Speed: 128.50 samples/sec
INFO:root:Iter[21] Batch [10020]	Speed: 124.07 samples/sec
INFO:root:Iter[21] Batch [10040]	Speed: 125.33 samples/sec
INFO:root:Iter[21] Batch [10060]	Speed: 125.88 samples/sec
INFO:root:Iter[21] Batch [10080]	Speed: 82.82 samples/sec
INFO:root:Iter[21] Batch [10100]	Speed: 99.37 samples/sec
INFO:root:Epoch[21] Time cost=14607.003
call reset()
INFO:root:Iter[22] Batch [20]	Speed: 236.64 samples/sec
INFO:root:Iter[22] Batch [40]	Speed: 472.91 samples/sec
INFO:root:Iter[22] Batch [60]	Speed: 598.34 samples/sec
INFO:root:Iter[22] Batch [80]	Speed: 596.62 samples/sec
INFO:root:Iter[22] Batch [100]	Speed: 590.25 samples/sec
INFO:root:Iter[22] Batch [120]	Speed: 605.43 samples/sec
INFO:root:Iter[22] Batch [140]	Speed: 600.84 samples/sec
INFO:root:Iter[22] Batch [160]	Speed: 585.85 samples/sec
